Transaction Month and Year,Make,Model,Model Year,Vehicle Color,Vehicle Type,Vehicle Primary Use,Fuel Type Primary,Fuel Type Secondary,Gross Vehicle Weight Rating Class,Gross Vehicle Weight Rating Range (lbs),Electrification Level,Plate Background,Plate Configuration,Owner Type,County,State,Postal Code,Transaction Type,Transaction Channel,2020 GEOID,Transaction Count
2024-02-01,HYUNDAI,SONATA,2010,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98498,Registration Renewal,Online,53053071902,1
2024-06-01,FORD,FUSION,2017,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Lewis,WA,98596,Registration Renewal,Online,53041971501,1
2023-12-01,LEXUS,RX,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98052,Registration Renewal,Online,53033022802,1
2024-05-01,SUBARU,FORESTER,2010,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98675,Registration Renewal,Mail-in,53011040102,1
2024-04-01,TOYOTA,TACOMA,2021,,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98642,Registration Renewal,Online,53011040301,1
2024-06-01,HONDA,CR-V,2015,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98370,Registration Renewal,Online,53035090501,1
2023-10-01,FORD,ESCAPE,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98042,Registration Renewal,Online,53033031709,1
2024-01-01,CHEVROLET,SILVERADO,2005,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Mason,WA,98584,Registration Renewal,In-person,53045961200,1
2024-08-01,HARLEY DAVIDSON,FLHRCI / ROAD KING CLASSIC,2006,BLACK,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98422,Registration Renewal,In-person,53053940001,1
2024-05-01,TOYOTA,SIENNA,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98506,Registration Renewal,Online,53067012223,1
2024-06-01,TESLA,MODEL 3,2024,,PASSENGER CAR,Passenger Vehicle,Electric,,1C,"4,001 - 5,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Snohomish,WA,98208,Original Registration,In-person,53061041601,1
2023-11-01,CHEVROLET,SILVERADO,2000,BLUE,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98108,Registration Renewal,In-person,53033011200,1
2024-02-01,TOYOTA,TACOMA,2012,,TRUCK,Truck,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98683,Registration Renewal,Online,53011041329,1
2024-01-01,CHEVROLET,BOLT EV,2018,"BLUE,LIGHT",PASSENGER CAR,Passenger Vehicle,Electric,,1,"6,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Snohomish,WA,98201,Registration Renewal,Mail-in,53061040400,1
2024-02-01,DODGE,RAM,2003,ALUMINUM / SILVER,TRUCK,Truck,Diesel,,3,"10,001 - 14,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Walla Walla,WA,99362,Registration at time of Transfer,In-person,53071920902,1
2024-02-01,KIA,SOUL,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99352,Registration Renewal,Online,53005010810,1
2024-06-01,MAZDA,CX-9,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98367,Registration Renewal,Online,53035092802,1
2024-05-01,TOYOTA,4-RUNNER,1993,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Okanogan,WA,98841,Registration Renewal,Online,53047970602,1
2023-10-01,DODGE,CHALLENGER,2010,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98037,Registration Renewal,In-person,53061051602,1
2023-12-01,TESLA,MODEL Y,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Electric,,1D,"5,001 - 6,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98118,Registration Renewal,Online,53033011902,1
2024-01-01,KIA,NIRO,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,King,WA,98092,Registration Renewal,Mail-in,53033029602,1
2024-07-01,DODGE,CARAVAN/GRAND CARAVAN,2005,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clallam,WA,98362,Registration Renewal,In-person,53009000900,1
2024-03-01,FORD,FUSION,2016,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98290,Registration Renewal,In-person,53061052502,1
2023-11-01,MAZDA,CX-9,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98501,Registration Renewal,Online,53067011300,1
2024-08-01,VOLVO,XC60,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98005,Registration Renewal,In-person,53033023401,1
2023-10-01,CHEVROLET,MALIBU,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Franklin,WA,99301,Registration Renewal,In-person,53021020300,1
2024-03-01,RAM,2500,2015,,TRUCK,Truck,Gasoline,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98274,Registration Renewal,Online,53057952403,1
2024-08-01,HONDA,CR-V,2012,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98109,Registration Renewal,Online,53033007002,1
2024-08-01,MERCEDES-BENZ,ML-CLASS,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98946,Registration Renewal,In-person,53037975203,1
2024-05-01,JEEP,CHEROKEE,1996,GREEN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98380,Original Registration,In-person,53035092000,1
2024-08-01,VOLKSWAGEN,JETTA,2023,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98512,Registration Renewal,Online,53067010910,1
2024-02-01,AUDI,Q5,2018,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98225,Registration Renewal,In-person,53073001101,1
2024-01-01,VOLVO,XC70,2007,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98126,Registration Renewal,Online,53033009801,1
2024-07-01,TOYOTA,CAMRY,1998,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98405,Registration Renewal,Online,53053061100,1
2023-11-01,FORD,F-150,2015,WHITE,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98292,Registration Renewal,In-person,53061053302,1
2024-02-01,CHEVROLET,SILVERADO,2003,BLACK,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98611,Registration Renewal,In-person,53015002003,1
2024-06-01,TOYOTA,TACOMA,2013,BLUE,TRUCK,Truck,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99022,Registration Renewal,In-person,53063013900,1
2024-04-01,AUDI,Q5,2020,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98020,Original Registration,In-person,53061050402,1
2024-06-01,KIA,RIO,2006,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98682,Registration at time of Transfer,In-person,53011041330,1
2024-01-01,TOYOTA,PRIUS C,2013,BLUE,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98007,Registration Renewal,In-person,53033023603,1
2023-09-01,LEXUS,ES,2017,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99337,Registration Renewal,Online,53005011501,1
2023-10-01,HONDA,CR-V,2022,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Pierce,WA,98391,Registration Renewal,Online,53053070308,1
2024-08-01,TOYOTA,TACOMA,2008,,TRUCK,Truck,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98032,Registration Renewal,Online,53033029803,1
2023-12-01,TOYOTA,SCION TC,2007,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98019,Registration Renewal,In-person,53033032500,1
2023-12-01,HONDA,CR-V,2006,TAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99216,Registration Renewal,In-person,53063010101,1
2024-01-01,HYUNDAI,SONATA,2023,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Kitsap,WA,98383,Registration Renewal,In-person,53035091205,1
2024-01-01,HONDA,ACCORD,2003,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98110,Registration Renewal,Online,53035090700,1
2024-08-01,FORD,ESCAPE,2021,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,King,WA,98148,Original Registration,In-person,53033028500,1
2024-04-01,JEEP,GRAND CHEROKEE,2019,RED,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Flexible Fuel Vehicle (FFV),,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98029,Registration Renewal,Online,53033032220,1
2024-01-01,TOYOTA,4-RUNNER,1999,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98117,Registration Renewal,Online,53033003000,1
2023-11-01,CADILLAC,XT5,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,Spokane,WA,99218,Registration Renewal,Online,53063011102,1
2023-09-01,TRIUMPH,ROCKET 3,2022,,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98292,Original Registration,In-person,53061053301,1
2024-02-01,GMC,SIERRA,2009,BLACK,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98625,Registration Renewal,In-person,53015001601,1
2024-04-01,AUDI,A4 ALLROAD,2013,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Flexible Fuel Vehicle (FFV),Ethanol (E85),1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98121,Registration Renewal,Online,53033007202,1
2024-07-01,AJEEP,CJ7JP,1979,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98008,Registration Renewal,Online,53033023000,1
2024-04-01,TESLA,MODEL X,2020,,PASSENGER CAR,Passenger Vehicle,Electric,,2E,"6,001 - 7,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Island,WA,98236,Registration Renewal,Online,53029972100,1
2024-03-01,FORD,F3PU,1979,GRAY,TRUCK,Truck,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skamania,WA,98605,Registration Renewal,Mail-in,53059950400,1
2024-08-01,MERCEDES-BENZ,SL-CLASS,2003,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98225,Registration Renewal,In-person,53073001204,1
2024-07-01,MERCEDES-BENZ,GL-CLASS,2014,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98166,Registration Renewal,In-person,53033027901,1
2024-01-01,HONDA,CIVIC,2024,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98056,Original Registration,In-person,53033025001,1
2024-03-01,MAZDA,MX-5,2002,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Washington State University,Standard,Individual Owner,King,WA,98027,Registration Renewal,Online,53033032104,1
2024-01-01,TOYOTA,CAMRY SOLARA,2007,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98684,Registration Renewal,In-person,53011041320,1
2024-05-01,VOLVO,XC60,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98370,Registration Renewal,Online,53035090502,1
2024-06-01,JEEP,WRANGLER,2008,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98601,Registration Renewal,Online,53011040101,1
2024-04-01,JEEP,PATRIOT,2009,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99206,Registration Renewal,Online,53063011900,1
2023-09-01,HONDA,CR-V,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration Renewal,In-person,53007961102,1
2023-09-01,SUBARU,OUTBACK,2018,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98264,Registration Renewal,In-person,53073010303,1
2024-07-01,TOYOTA,PRIUS C,2013,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98034,Registration Renewal,Online,53033022300,1
2024-05-01,PONTIAC,VIBE,2010,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration Renewal,Online,53007960803,1
2024-04-01,FORD,F-150,1998,BLACK,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clallam,WA,98382,Registration Renewal,Online,53009002002,1
2024-02-01,TOYOTA,SEQUOIA,2010,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Walla Walla,WA,99362,Registration Renewal,Online,53071920100,1
2023-11-01,HONDA,PILOT,2007,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98208,Registration Renewal,Mail-in,53061041500,1
2023-10-01,FORD,EXPEDITION,2015,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Flexible Fuel Vehicle (FFV),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99006,Registration Renewal,In-person,53065951402,1
2023-10-01,GMC,SIERRA,2001,RED,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kittitas,WA,98926,Registration Renewal,In-person,53037975300,1
2024-05-01,FORD,BRONCO,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98030,Registration Renewal,Online,53033029504,1
2024-03-01,MAZDA,CX-3,2017,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98045,Registration at time of Transfer,In-person,53033032706,1
2023-11-01,FORD,ESCAPE,2006,GREEN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98374,Registration Renewal,In-person,53053071209,1
2024-08-01,TOYOTA,COROLLA,2006,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98625,Registration Renewal,Online,53015001602,1
2023-09-01,MITSUBISHI,MIRAGE,2022,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98258,Registration Renewal,Online,53061052607,1
2023-09-01,LEXUS,RX,2017,RED,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99019,Registration Renewal,Online,53063013204,1
2023-11-01,MAZDA,MX-5,1991,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98002,Registration Renewal,Online,53033030801,1
2023-12-01,BUICK,ENCORE,2019,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98563,Registration Renewal,In-person,53027000402,1
2023-09-01,DODGE,CHARGER,2012,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98683,Registration Renewal,In-person,53011041323,1
2024-04-01,JEEP,WRANGLER,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Professional Fire Fighters/Paramedics,Standard,Individual Owner,Thurston,WA,98516,Registration Renewal,In-person,53067012221,1
2024-05-01,TOYOTA,LAND CRUISER,1986,RED,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99205,Registration Renewal,Online,53063000700,1
2024-06-01,TOYOTA,HIGHLANDER,2006,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Electric,1D,"5,001 - 6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98117,Registration Renewal,Online,53033003000,1
2024-06-01,FORD,RANGER,2004,BLUE,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skamania,WA,98671,Registration Renewal,In-person,53059950200,1
2024-06-01,TOYOTA,CAMRY SOLARA,2000,GOLD,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99206,Registration Renewal,Online,53063012401,1
2024-01-01,TOYOTA,SIENNA,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98055,Registration Renewal,Online,53033029309,1
